 ID,Gene.symbol,Gene.title,log2Exp,log2FC
209094_at,DDAH1,dimethylarginine dimethylaminohydrolase 1,10.602,2.389
209097_s_at,JAG1,jagged 1,1.757,-1.816
209099_x_at,JAG1,jagged 1,9.793,-3.93
209122_at,PLIN2,perilipin 2,8.98,4.457
209125_at,KRT6A,keratin 6A,6.436,-9.514
209126_x_at,KRT6B,keratin 6B,8.057,-6.06
209132_s_at,COMMD4,COMM domain containing 4,8.801,1.675
209146_at,MSMO1,methylsterol monooxygenase 1,10.77,-2.311
209147_s_at,PLPP1,phospholipid phosphatase 1,8.816,-1.252
209149_s_at,TM9SF1,transmembrane 9 superfamily member 1,8.258,-1.206
209156_s_at,COL6A2,collagen type VI alpha 2 chain,5.424,3.536
209190_s_at,DIAPH1,diaphanous related formin 1,10.433,-1.369
209195_s_at,ADCY6,adenylate cyclase 6,7.56,-1.968
209196_at,WDR46,WD repeat domain 46,7.959,1.068
209199_s_at,MEF2C,myocyte enhancer factor 2C,7.604,1.957
209200_at,MEF2C,myocyte enhancer factor 2C,6.182,4.285
209211_at,KLF5,Kruppel like factor 5,9.734,-2.987
209212_s_at,KLF5,Kruppel like factor 5,6.278,-2.355
209215_at,MFSD10,major facilitator superfamily domain containing 10,8.304,-2.194
209218_at,SQLE,squalene epoxidase,11.253,-1.81
209221_s_at,OSBPL2,oxysterol binding protein like 2,7.901,-1.238
209222_s_at,OSBPL2,oxysterol binding protein like 2,8.992,-1.548
209253_at,SORBS3,sorbin and SH3 domain containing 3,6.993,-1.451
209260_at,SFN,stratifin,8.33,-4.856
209263_x_at,TSPAN4,tetraspanin 4,8.861,-1.685
209267_s_at,SLC39A8,solute carrier family 39 member 8,10.205,1.97
209270_at,LAMB3,laminin subunit beta 3,9.508,-4.984
209272_at,NAB1,NGFI-A binding protein 1,9.866,-1.479
209274_s_at,ISCA1,iron-sulfur cluster assembly 1,9.929,1.242
209276_s_at,GLRX,glutaredoxin,8.819,-2.124
209282_at,PRKD2,protein kinase D2,7.578,-1.022
209283_at,CRYAB,crystallin alpha B,6.166,-1.649
209290_s_at,NFIB,nuclear factor I B,10.708,-1.774
209294_x_at,TNFRSF10B,TNF receptor superfamily member 10b,6.859,-2.518
209295_at,TNFRSF10B,TNF receptor superfamily member 10b,11.111,-1.818
209301_at,CA2,carbonic anhydrase 2,7.213,-4.639
209304_x_at,GADD45B,growth arrest and DNA damage inducible beta,8.265,-1.047
209311_at,BCL2L2,BCL2 like 2,9.261,-1.345
209330_s_at,HNRNPD,heterogeneous nuclear ribonucleoprotein D,11.794,1.121
209345_s_at,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,8.899,-1.73
209346_s_at,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,4.206,-2.944
209348_s_at,MAF,MAF bZIP transcription factor,5.075,-2.945
209351_at,KRT14,keratin 14,5.941,-9.875
209352_s_at,SIN3B,SIN3 transcription regulator family member B,7.576,-1.139
209365_s_at,ECM1,extracellular matrix protein 1,7.44,-2.892
209366_x_at,CYB5A,cytochrome b5 type A,10.002,1.704
209367_at,STXBP2,syntaxin binding protein 2,7.677,-1.36
209372_x_at,TUBB2B///TUBB2A,tubulin beta 2B class IIb///tubulin beta 2A class IIa,6.285,2.48
209375_at,XPC,"XPC complex subunit, DNA damage recognition and repair factor",8.717,-1.224
209377_s_at,HMGN3,high mobility group nucleosomal binding domain 3,11.918,1.26
209378_s_at,CCSER2,coiled-coil serine rich protein 2,7.742,-1.165
209381_x_at,SF3A2,splicing factor 3a subunit 2,7.402,-1.326
209385_s_at,PROSC,proline synthetase cotranscribed homolog (bacterial),6.2,3.375
209387_s_at,TM4SF1,transmembrane 4 L six family member 1,11.603,1.612
209398_at,HIST1H1C,"histone cluster 1, H1c",8.258,2.419
209406_at,BAG2,BCL2 associated athanogene 2,9.017,2.164
209420_s_at,SMPD1,sphingomyelin phosphodiesterase 1,7.368,-1.172
209421_at,MSH2,mutS homolog 2,10.086,1.406
209427_at,SMTN,smoothelin,8.075,-2.48
209430_at,BTAF1,B-TFIID TATA-box binding protein associated factor 1,9.61,-1.108
209431_s_at,PATZ1,POZ/BTB and AT hook containing zinc finger 1,7.519,1.205
209434_s_at,PPAT,phosphoribosyl pyrophosphate amidotransferase,9.06,1.072
209436_at,SPON1,spondin 1,6.642,-1.287
209438_at,PHKA2,phosphorylase kinase regulatory subunit alpha 2,7.52,-1.505
209439_s_at,PHKA2,phosphorylase kinase regulatory subunit alpha 2,8.66,-1.302
209444_at,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,10.374,-1.009
209453_at,SLC9A1,solute carrier family 9 member A1,7.848,-3.164
209459_s_at,ABAT,4-aminobutyrate aminotransferase,4.625,-6.224
209460_at,ABAT,4-aminobutyrate aminotransferase,4.012,-5.368
209469_at,GPM6A,glycoprotein M6A,5.037,4.024
209473_at,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,6.011,-1.002
209478_at,STRA13,stimulated by retinoic acid 13,9.696,1.276
209480_at,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",4.199,-4.197
209481_at,SNRK,SNF related kinase,9.587,-1.766
209483_s_at,NSL1,"NSL1, MIS12 kinetochore complex component",4.699,1.138
209493_at,PDZD2,PDZ domain containing 2,3.553,-4.138
209505_at,NR2F1,nuclear receptor subfamily 2 group F member 1,8.506,4.362
209506_s_at,NR2F2///NR2F1,nuclear receptor subfamily 2 group F member 2///nuclear receptor subfamily 2 group F member 1,7.616,1.29
209511_at,POLR2F,RNA polymerase II subunit F,9.744,1.457
209529_at,PLPP2,phospholipid phosphatase 2,8.057,2.541
209530_at,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,6.337,-1.627
209536_s_at,EHD4,EH domain containing 4,9.358,-1.204
209538_at,ZNF32,zinc finger protein 32,8.441,1.012
209553_at,VPS8,"VPS8, CORVET complex subunit",8.37,-1.443
209558_s_at,HIP1R,huntingtin interacting protein 1 related,7.979,-2.151
209566_at,INSIG2,insulin induced gene 2,9.009,-1.355
209569_x_at,NSG1,neuron specific gene family member 1,5.624,-2.906
209570_s_at,NSG1,neuron specific gene family member 1,5.942,-1.898
209581_at,PLA2G16,phospholipase A2 group XVI,7.969,2.615
209582_s_at,CD200,CD200 molecule,4.038,-1.147
209588_at,EPHB2,EPH receptor B2,7.172,-2.63
209598_at,PNMA2,paraneoplastic Ma antigen 2,8.291,3.093
209599_s_at,PRUNE1,prune exopolyphosphatase,5.817,2.389
209627_s_at,OSBPL3,oxysterol binding protein like 3,8.548,-1.909
209628_at,NXT2,nuclear transport factor 2 like export factor 2,9.435,1.356
209640_at,PML,promyelocytic leukemia,6.189,-1.029
209643_s_at,PLD2,phospholipase D2,8.287,-1.355
209651_at,TGFB1I1,transforming growth factor beta 1 induced transcript 1,7.047,-3.612
209652_s_at,PGF,placental growth factor,5.152,-3.86
209656_s_at,TMEM47,transmembrane protein 47,6.131,-4.938
209658_at,CDC16,cell division cycle 16,9.991,-1.701
209659_s_at,CDC16,cell division cycle 16,10.342,-1.226
209667_at,CES2,carboxylesterase 2,8.684,-2.592
209668_x_at,CES2,carboxylesterase 2,8.129,-1.717
209682_at,CBLB,Cbl proto-oncogene B,8.593,-1.574
209684_at,RIN2,Ras and Rab interactor 2,8.991,-3.619
209692_at,EYA2,EYA transcriptional coactivator and phosphatase 2,4.362,-5.661
209693_at,ASTN2,astrotactin 2,5.467,2.016
209699_x_at,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",8.133,-5
209702_at,FTO,fat mass and obesity associated,9.647,-1.024
209704_at,MTF2,metal response element binding transcription factor 2,8.039,1.65
209710_at,GATA2,GATA binding protein 2,6.25,1.989
209712_at,SLC35D1,solute carrier family 35 member D1,7.222,-1.669
209713_s_at,SLC35D1,solute carrier family 35 member D1,5.868,-2.157
209715_at,CBX5,chromobox 5,8.68,1.077
209719_x_at,SERPINB3,serpin family B member 3,5.91,-3.023
209720_s_at,SERPINB3,serpin family B member 3,2.108,-4.246
209728_at,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4",1.521,-1.377
209730_at,SEMA3F,semaphorin 3F,3.547,-3.238
209733_at,MID2,midline 2,6.913,-2.17
209735_at,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),7.361,2.825
209746_s_at,COQ7,"coenzyme Q7, hydroxylase",6.766,-1.075
209749_s_at,ACE,angiotensin I converting enzyme,2.929,-2.244
209758_s_at,MFAP5,microfibrillar associated protein 5,6.9,-3.687
209760_at,KIAA0922,KIAA0922,8.688,-1.789
209769_s_at,SEPT5-GP1BB,SEPT5-GP1BB readthrough,2.847,-1.444
209771_x_at,CD24,CD24 molecule,9.071,-4.204
209772_s_at,CD24,CD24 molecule,5.495,-5.062
209778_at,TRIP11,thyroid hormone receptor interactor 11,7.843,-1.698
209792_s_at,KLK10,kallikrein related peptidase 10,4.493,-3.66
209800_at,KRT16,keratin 16,4.992,-6.233
209806_at,HIST1H2BK,"histone cluster 1, H2bk",11.145,2.689
209817_at,PPP3CB,protein phosphatase 3 catalytic subunit beta,8.896,-1.071
209822_s_at,VLDLR,very low density lipoprotein receptor,8.355,-2.456
209824_s_at,ARNTL,aryl hydrocarbon receptor nuclear translocator like,8.07,-2.296
209831_x_at,DNASE2,"deoxyribonuclease 2, lysosomal",8.956,-1.378
209834_at,CHST3,carbohydrate sulfotransferase 3,7.598,-3.085
209835_x_at,CD44,CD44 molecule (Indian blood group),9.608,-3.369
209842_at,SOX10,SRY-box 10,5.11,-1.936
209843_s_at,SOX10,SRY-box 10,3.273,-2.054
209851_at,ZC3H13,zinc finger CCCH-type containing 13,6.34,-1.354
209863_s_at,TP63,tumor protein p63,7.632,-5.226
209873_s_at,PKP3,plakophilin 3,8.306,-2.114
209874_x_at,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,6.805,-1.363
209885_at,RHOD,ras homolog family member D,6.963,-2.966
209886_s_at,SMAD6,SMAD family member 6,4.74,1.841
209889_at,SEC31B,"SEC31 homolog B, COPII coat complex component",4.369,-1.659
209901_x_at,AIF1,allograft inflammatory factor 1,2.038,-1.504
209906_at,C3AR1,complement component 3a receptor 1,5.016,-1.463
209911_x_at,HIST1H2BD,"histone cluster 1, H2bd",8.47,1.572
209918_at,GGTLC2,gamma-glutamyltransferase light chain 2,4.186,-1.544
209931_s_at,MFSD2B///FKBP1B,major facilitator superfamily domain containing 2B///FK506 binding protein 1B,5.833,-1.797
209937_at,TM4SF4,transmembrane 4 L six family member 4,2.898,-1.151
209942_x_at,MAGEA6///MAGEA3,MAGE family member A6///MAGE family member A3,8.676,6.033
209945_s_at,GSK3B,glycogen synthase kinase 3 beta,8.788,-2.296
209946_at,VEGFC,vascular endothelial growth factor C,8.323,-2.868
209951_s_at,MAP2K7,mitogen-activated protein kinase kinase 7,3.849,-2.186
209955_s_at,FAP,fibroblast activation protein alpha,5.92,-2.894
209957_s_at,NPPA,natriuretic peptide A,4.644,-2.68
209970_x_at,CASP1,caspase 1,7.477,-3.782
209978_s_at,PLG///LPA,plasminogen///lipoprotein(a),2.778,-1.472
209979_at,ADARB1,"adenosine deaminase, RNA specific B1",1.821,-1.312
209980_s_at,MIR6778///SHMT1,microRNA 6778///serine hydroxymethyltransferase 1,5.97,2.794
209991_x_at,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,5.3,-1.609
209995_s_at,TCL1A,T-cell leukemia/lymphoma 1A,4.165,-2.395
209997_x_at,PCM1,pericentriolar material 1,5.303,-1.664
209998_at,PIGO,phosphatidylinositol glycan anchor biosynthesis class O,9.066,-1.131
210013_at,HPX,hemopexin,2.652,-2.33
210020_x_at,CALML3,calmodulin like 3,5.785,-1.551
210025_s_at,CARD10,caspase recruitment domain family member 10,2.164,-1.18
210026_s_at,CARD10,caspase recruitment domain family member 10,8.852,-1.926
210030_at,DOHH,deoxyhypusine hydroxylase/monooxygenase,1.915,-2.394
210038_at,PRKCQ,protein kinase C theta,6.399,-1.69
210039_s_at,PRKCQ,protein kinase C theta,6.382,-1.579
210042_s_at,CTSZ,cathepsin Z,7.746,-2.032
210062_s_at,ZNF589,zinc finger protein 589,6.307,-1.326
210064_s_at,UPK1B,uroplakin 1B,6.446,-1.611
210065_s_at,UPK1B,uroplakin 1B,4.106,-3.544
210070_s_at,CHKB-CPT1B///CPT1B,CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B,6.921,-1.822
210072_at,CCL19,C-C motif chemokine ligand 19,4.944,-1.683
210073_at,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",4.917,2.585
210074_at,CTSV,cathepsin V,9.485,-2.062
210086_at,HR,hair growth associated,4.225,-3.635
210087_s_at,MPZL1,myelin protein zero like 1,8.092,-1.972
210092_at,MAGOHB///MAGOH,"mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component",9.843,1.307
210093_s_at,MAGOHB///MAGOH,"mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component",9.895,1.062
210103_s_at,FOXA2,forkhead box A2,4.834,-5.072
210104_at,MED6,mediator complex subunit 6,9.467,1.025
210105_s_at,FYN,"FYN proto-oncogene, Src family tyrosine kinase",8.781,-1.822
210106_at,BLOC1S1-RDH5///RDH5,BLOC1S1-RDH5 readthrough///retinol dehydrogenase 5,4.971,1.494
210113_s_at,NLRP1,NLR family pyrin domain containing 1,5.258,-4.547
210114_at,INVS,inversin,7.922,-1.348
210115_at,RPL39L,ribosomal protein L39 like,7.96,5.621
210118_s_at,IL1A,interleukin 1 alpha,5.705,-7.623
210119_at,KCNJ15,potassium voltage-gated channel subfamily J member 15,4.837,-7.033
210120_s_at,RANBP3,RAN binding protein 3,6.37,-1.309
210123_s_at,LOC101930361///LOC101929970///CHRFAM7A///CHRNA7,uncharacterized LOC101930361///CHRNA7-FAM7A fusion protein///CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion///cholinergic receptor nicotinic alpha 7 subunit,5.48,1.716
210128_s_at,LTB4R,leukotriene B4 receptor,6.905,-1.665
210134_x_at,SHOX2,short stature homeobox 2,3.435,-2.109
210139_s_at,PMP22,peripheral myelin protein 22,8.345,2.228
210141_s_at,INHA,inhibin alpha subunit,4.804,-2.249
210147_at,ART3,ADP-ribosyltransferase 3,4.05,-2.159
210150_s_at,LAMA5,laminin subunit alpha 5,9.476,-1.693
210160_at,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2,6.968,-1.202
210168_at,C6,complement component 6,5.835,-1.317
210175_at,GCFC2,GC-rich sequence DNA-binding factor 2,8.565,1.747
210184_at,ITGAX,integrin subunit alpha X,2.869,-1.476
210194_at,PLA2R1,phospholipase A2 receptor 1,3.289,-2.908
210199_at,CRYAA,crystallin alpha A,2.607,-2.153
210202_s_at,BIN1,bridging integrator 1,7.028,1.222
210214_s_at,BMPR2,bone morphogenetic protein receptor type 2,6.291,-1.21
210215_at,TFR2,transferrin receptor 2,6.29,3.975
210223_s_at,MR1,"major histocompatibility complex, class I-related",7.031,-2.152
210224_at,MR1,"major histocompatibility complex, class I-related",6.883,-2.237
210233_at,IL1RAP,interleukin 1 receptor accessory protein,7.667,-2.485
210237_at,ARTN,artemin,6.251,-4.551
210241_s_at,TP53TG1,TP53 target 1 (non-protein coding),6.705,-1.817
210244_at,CAMP,cathelicidin antimicrobial peptide,3.132,-4.902
210248_at,WNT7A,Wnt family member 7A,4.8,-3.337
210255_at,RAD51B,RAD51 paralog B,6.256,-1.931
210260_s_at,TNFAIP8,TNF alpha induced protein 8,9.792,-1.237
210267_at,NIPAL3,NIPA like domain containing 3,3.12,-2.354
210280_at,MPZ,myelin protein zero,5.009,-2.259
210321_at,GZMH,granzyme H,2.905,-2.259
210325_at,CD1A,CD1a molecule,5.655,-1.077
210326_at,AGXT,alanine-glyoxylate aminotransferase,1.597,-2.336
210332_at,ACHE,acetylcholinesterase (Cartwright blood group),4.757,-1.984
210333_at,NR5A1,nuclear receptor subfamily 5 group A member 1,4.509,-1.342
210334_x_at,BIRC5,baculoviral IAP repeat containing 5,7.797,1.712
210335_at,RASSF9,Ras association domain family member 9,5.548,-1.555
210336_x_at,MZF1,myeloid zinc finger 1,7.781,-1.657
210342_s_at,TPO,thyroid peroxidase,2.145,-1.428
210345_s_at,DNAH9,dynein axonemal heavy chain 9,3.632,-2.06
210346_s_at,CLK4,CDC like kinase 4,8.669,-1.775
210354_at,IFNG,interferon gamma,4.662,-1.292
210355_at,PTHLH,parathyroid hormone like hormone,7.402,-5.637
210360_s_at,MTSS1,metastasis suppressor 1,4.188,-2.044
210365_at,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,6.334,-1.44
210366_at,SLCO1B1,solute carrier organic anion transporter family member 1B1,4.774,-1.514
210367_s_at,PTGES,prostaglandin E synthase,8.57,-3.496
210381_s_at,CCKBR,cholecystokinin B receptor,4.324,-2.39
210382_at,SCTR,secretin receptor,4.027,-1.955
210389_x_at,TUBD1,tubulin delta 1,7.464,1.43
210391_at,NR6A1,nuclear receptor subfamily 6 group A member 1,2.471,-1.487
210404_x_at,CAMK2B,calcium/calmodulin dependent protein kinase II beta,3.691,-2.353
210405_x_at,TNFRSF10B,TNF receptor superfamily member 10b,7.075,-2.239
210409_at,AFDN-AS1,AFDN antisense RNA 1 (head to head),5.212,-1.111
210412_at,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,5.457,-1.241
210413_x_at,SERPINB4///SERPINB3,serpin family B member 4///serpin family B member 3,5.705,-2.284
210414_at,FLRT1,fibronectin leucine rich transmembrane protein 1,4.818,-2.087
210415_s_at,ODF2,outer dense fiber of sperm tails 2,5.982,1.795
210422_x_at,SLC11A1,solute carrier family 11 member 1,6.752,-1.554
210426_x_at,RORA,RAR related orphan receptor A,4.088,-2.587
210429_at,RHD,Rh blood group D antigen,2.759,-2.236
210435_at,ARL17B///ARL17A,ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A,4.208,1.636
210467_x_at,MAGEA12,MAGE family member A12,8.413,4.53
210472_at,MT1G,metallothionein 1G,2.493,-2.258
210479_s_at,RORA,RAR related orphan receptor A,3.025,-4.454
210487_at,DNTT,DNA nucleotidylexotransferase,2.607,-1.182
210505_at,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",5.436,-1.067
210510_s_at,NRP1,neuropilin 1,5.777,-3.759
210511_s_at,INHBA,inhibin beta A subunit,5.003,-7.003
210524_x_at,,,8.842,-2.398
210528_at,MR1,"major histocompatibility complex, class I-related",5.342,-2.797
210533_at,MSH4,mutS homolog 4,4.336,-1.526
210536_s_at,SPAM1,sperm adhesion molecule 1,5.398,-1.072
210538_s_at,BIRC3,baculoviral IAP repeat containing 3,8.144,2.02
210539_at,TTLL5,tubulin tyrosine ligase like 5,5.025,1.075
210540_s_at,B4GALT4,"beta-1,4-galactosyltransferase 4",8.707,-1.614
210545_at,ITSN2,intersectin 2,4.962,-1.988
210549_s_at,CCL23,C-C motif chemokine ligand 23,2.45,-2.547
210569_s_at,SIGLEC9,sialic acid binding Ig like lectin 9,1.93,-1.745
210579_s_at,TRIM10,tripartite motif containing 10,4.534,-1.807
210582_s_at,LIMK2,LIM domain kinase 2,7.43,-2.488
210592_s_at,SAT1,spermidine/spermine N1-acetyltransferase 1,11.571,-1.677
210594_x_at,MPZL1,myelin protein zero like 1,7.916,-1.358
210597_x_at,PRB1,proline rich protein BstNI subfamily 1,6.278,-1.416
210605_s_at,MFGE8,milk fat globule-EGF factor 8 protein,7.272,-2.382
210612_s_at,SYNJ2,synaptojanin 2,7.054,2.159
210624_s_at,ILVBL,ilvB acetolactate synthase like,8.489,-1.301
210635_s_at,KLHL20,kelch like family member 20,4.749,1.619
210636_at,PPARD,peroxisome proliferator activated receptor delta,3.889,-2.368
210641_at,CAPN9,calpain 9,5.15,-1.596
210647_x_at,PLA2G6,phospholipase A2 group VI,6.91,-1.078
210651_s_at,EPHB2,EPH receptor B2,6.752,-1.81
210652_s_at,TTC39A,tetratricopeptide repeat domain 39A,5.182,2.131
210653_s_at,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,7.406,1.137
210664_s_at,TFPI,tissue factor pathway inhibitor,7.733,2.824
210665_at,TFPI,tissue factor pathway inhibitor,6.882,3.197
210674_s_at,PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9,"protocadherin alpha 1///protocadherin alpha 2///protocadherin alpha 3///protocadherin alpha 4///protocadherin alpha 5///protocadherin alpha 6///protocadherin alpha 7///protocadherin alpha 8///protocadherin alpha 10///protocadherin alpha 11///protocadherin alpha 12///protocadherin alpha 13///protocadherin alpha subfamily C, 1///protocadherin alpha subfamily C, 2///protocadherin alpha 9",7.687,-2.387
210676_x_at,RGPD6///RGPD8///RGPD3///RGPD4///RGPD5,RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5,8.421,-1.862
210677_at,SOAT2,sterol O-acyltransferase 2,2.972,-1.428
210682_at,LPO,lactoperoxidase,2.81,-1.989
210686_x_at,SLC25A16,solute carrier family 25 member 16,7.714,-1.046
210708_x_at,CASP10,caspase 10,4.645,-2.264
210722_at,PNLIPRP1,pancreatic lipase related protein 1,2.607,-1.761
210736_x_at,DTNA,dystrobrevin alpha,6.18,-1.586
210737_at,TUB,tubby bipartite transcription factor,4.759,-1.844
210740_s_at,ITPK1,inositol-tetrakisphosphate 1-kinase,9.291,-1.251
210744_s_at,IL5RA,interleukin 5 receptor subunit alpha,2.973,-1.322
210745_at,ONECUT1,one cut homeobox 1,4.086,-1.619
210746_s_at,EPB42,erythrocyte membrane protein band 4.2,2.505,-1.469
210749_x_at,MIR4640///DDR1,microRNA 4640///discoidin domain receptor tyrosine kinase 1,10.126,-2.448
210772_at,FPR2,formyl peptide receptor 2,2.734,-2.378
210778_s_at,MIR4800///MXD4,microRNA 4800///MAX dimerization protein 4,2.902,-2.82
210782_x_at,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,4.576,-1.928
210788_s_at,DHRS7,dehydrogenase/reductase 7,10.534,-1.433
210792_x_at,SIVA1,SIVA1 apoptosis inducing factor,8.565,1.991
210798_x_at,MASP2,mannan binding lectin serine peptidase 2,1.822,-1.536
210811_s_at,DDX49,DEAD-box helicase 49,7.045,1.81
210818_s_at,GRIK1-AS2///BACH1,GRIK1 antisense RNA 2///BTB domain and CNC homolog 1,4.809,-1.28
210832_x_at,PTGER3,prostaglandin E receptor 3,4.803,-1.791
